date,name,symbol,current,percent,chg,exchange,value,rank_change
2025-12-22,胜宏科技,SZ300476,297.77,3.44,9.89,SZ,20198.0,-1
2025-12-22,藏格矿业,SZ000408,79.89,0.11,0.09,SZ,19599.0,-1
2025-12-22,亨通光电,SH600487,26.14,10.02,2.38,SH,19377.0,0
2025-12-22,神农种业,SZ300189,7.13,20.03,1.19,SZ,18945.0,0
2025-12-22,三花智控,SZ002050,45.42,4.49,1.95,SZ,18914.0,0
2025-12-22,国机精工,SZ002046,43.59,9.99,3.96,SZ,18762.0,2
2025-12-22,臻镭科技,SH688270,112.49,-0.44,-0.5,SH,18251.0,-1
2025-12-22,飞龙股份,SZ002536,30.4,6.0,1.72,SZ,18241.0,-1
2025-12-22,天银机电,SZ300342,29.28,2.45,0.7,SZ,17927.0,0
2025-12-22,惠城环保,SZ300779,135.87,-12.43,-19.28,SZ,17134.0,0
2025-12-22,顺灏股份,SZ002565,15.7,-5.31,-0.88,SZ,16933.0,0
2025-12-22,博纳影业,SZ001330,9.06,-10.03,-1.01,SZ,16718.0,0
2025-12-22,中国移动,SH600941,101.16,-0.98,-1.0,SH,16555.0,0
2025-12-22,海南机场,SH600515,5.25,10.06,0.48,SH,16392.0,0
2025-12-22,海汽集团,SH603069,26.25,10.02,2.39,SH,16375.0,0
2025-12-22,淳中科技,SH603516,204.07,3.09,6.12,SH,16012.0,3
2025-12-22,赣锋锂业,SZ002460,65.27,1.7,1.09,SZ,15985.0,-1
2025-12-22,*ST东易,SZ002713,10.97,4.98,0.52,SZ,15974.0,-1
2025-12-22,罗牛山,SZ000735,10.48,9.97,0.95,SZ,15937.0,-1
2025-12-22,永鼎股份,SH600105,21.54,6.58,1.33,SH,15765.0,0
2025-12-22,中钨高新,SZ000657,29.64,8.57,2.34,SZ,15512.0,1
2025-12-22,工业富联,SH601138,60.62,3.98,2.32,SH,15497.0,1
2025-12-22,海马汽车,SZ000572,9.36,9.99,0.85,SZ,15475.0,2
2025-12-22,中矿资源,SZ002738,68.55,4.05,2.67,SZ,15456.0,-3
2025-12-22,盐湖股份,SZ000792,28.17,4.22,1.14,SZ,15416.0,-1
2025-12-22,航天动力,SH600343,37.13,-3.86,-1.49,SH,15040.0,0
2025-12-22,中国神华,SH601088,40.88,0.71,0.29,SH,14912.0,0
2025-12-22,国电电力,SH600795,5.87,-0.17,-0.01,SH,14586.0,0
2025-12-22,中远海控,SH601919,15.34,0.33,0.05,SH,14365.0,0
2025-12-22,凯撒旅业,SZ000796,7.07,9.95,0.64,SZ,14238.0,0
2025-12-22,五粮液,SZ000858,110.33,-0.18,-0.2,SZ,14108.0,0
2025-12-22,合富中国,SH603122,26.5,-8.93,-2.6,SH,14081.0,1
2025-12-22,上海瀚讯,SZ300762,37.01,1.56,0.57,SZ,14032.0,-1
2025-12-22,招商银行,SH600036,41.77,-0.52,-0.22,SH,13644.0,2
2025-12-22,雪人集团,SZ002639,19.43,-4.47,-0.91,SZ,13532.0,0
2025-12-22,阳光电源,SZ300274,167.56,2.14,3.51,SZ,13516.0,2
2025-12-22,腾讯控股,00700,614.5,0.08,0.5,HK,13503.0,0
2025-12-22,德赛西威,SZ002920,126.5,1.2,1.5,SZ,13409.0,-4
2025-12-22,国投白银LOF,SZ161226,2.575,10.0,0.234,SZ,13384.0,3
2025-12-22,天齐锂业,SZ002466,53.92,1.93,1.02,SZ,13380.0,0
2025-12-22,超捷股份,SZ301005,93.09,-3.77,-3.65,SZ,13354.0,-2
2025-12-22,阿里巴巴-W,09988,146.4,0.76,1.1,HK,13158.0,1
2025-12-22,东芯股份,SH688110,117.55,1.36,1.58,SH,13109.0,-2
2025-12-22,比亚迪,SZ002594,94.37,0.15,0.14,SZ,12909.0,0
2025-12-22,C沐曦-U,SH688802,703.35,-1.71,-12.25,SH,12679.0,0
2025-12-22,中芯国际,00981,68.9,5.92,3.85,HK,12453.0,0
2025-12-22,乾照光电,SZ300102,23.96,-3.23,-0.8,SZ,12445.0,0
2025-12-22,*ST正平,SH603843,4.69,4.92,0.22,SH,12303.0,1
2025-12-22,航天机电,SH600151,17.84,-5.51,-1.04,SH,12282.0,-1
2025-12-22,特变电工,SH600089,22.46,2.65,0.58,SH,12176.0,2
2025-12-22,赛力斯,SH601127,121.42,0.68,0.82,SH,12135.0,-1
2025-12-22,南京商旅,SH600250,13.14,-10.0,-1.46,SH,12046.0,3
2025-12-22,天孚通信,SZ300394,223.0,4.19,8.97,SZ,12045.0,0
2025-12-22,中国平安,SH601318,68.54,-0.31,-0.21,SH,11977.0,-3
2025-12-22,神剑股份,SZ002361,8.99,10.04,0.82,SZ,11896.0,6
2025-12-22,信维通信,SZ300136,38.96,2.45,0.93,SZ,11846.0,-2
2025-12-22,源杰科技,SH688498,639.0,3.56,21.96,SH,11808.0,-1
2025-12-22,万科A,SZ000002,4.93,0.61,0.03,SZ,11778.0,1
2025-12-22,云南锗业,SZ002428,29.09,7.3,1.98,SZ,11693.0,-2
2025-12-22,烽火通信,SH600498,28.55,3.52,0.97,SH,11654.0,-2
2025-12-22,华尔泰,SZ001217,14.81,10.03,1.35,SZ,11577.0,-1
2025-12-22,麦格米特,SZ002851,86.3,7.26,5.84,SZ,11404.0,6
2025-12-22,菲利华,SZ300395,97.24,9.04,8.06,SZ,11384.0,-1
